Run,Center_ID,Group,BioProject,Method,library_strategy,library_source,instrument,LibraryLayout,total_reads,percent_aligned,coverage,breadth,sample_accession,experiment_desc,collection_date,isolation_source,release_date,Sufficient_cov
SRR11494726,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,412495,99.82,3152.9401732267665,0.9976925392101128,SRS6439053,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806138.5087194,True
SRR11494727,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,602246,99.77,4452.292244925258,0.9904357422332208,SRS6439052,Severe acute respiratory syndrome coronavirus 2,2020-03-09,missing,1586806140.8487005,True
SRR11494728,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,387635,99.86,2995.2870614988465,0.9977594221315588,SRS6439051,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806139.6727102,True
SRR11494729,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,598893,99.84,4615.123432431527,0.9973581246028826,SRS6439050,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806143.9046757,True
SRR11494730,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,344998,99.79,2562.1825569340867,0.9983948098852958,SRS6439049,Severe acute respiratory syndrome coronavirus 2,2020-03-18,missing,1586806140.8647003,True
SRR11494731,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,351255,99.83,2679.244958699796,0.9973246831421596,SRS6439048,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806147.1126494,True
SRR11494732,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,486814,99.85,3737.1134668762334,0.9976590977493895,SRS6439046,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806152.4086063,True
SRR11494733,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,Illumina iSeq 100,PAIRED,151230,66.93,262.4294552386048,0.8184797511955322,SRS6439047,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806145.328664,False
SRR11494734,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,606555,99.8,4757.3959803364205,0.9973581246028826,SRS6439045,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806151.0126178,True
SRR11494735,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,233191,99.77,1809.6447848042005,0.9977259806708356,SRS6439044,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806148.632637,True
SRR11494736,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,404550,99.84,3091.6907333712347,0.9977259806708356,SRS6439042,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806149.256632,True
SRR11494737,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,395580,99.82,3025.218673711668,0.9980938367387888,SRS6439043,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806155.3485825,True
SRR11494738,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,350177,99.83,2707.516102063338,0.9977594221315588,SRS6439040,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806153.0366013,True
SRR11494739,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,624612,99.8,4678.386349195733,0.9979600708958968,SRS6439041,Severe acute respiratory syndrome coronavirus 2,2020-03-09,missing,1586806161.2805343,True
SRR11494740,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,394847,99.82,3065.087248771026,0.9976925392101128,SRS6439039,Severe acute respiratory syndrome coronavirus 2,2020-03-21,missing,1586806161.1005356,True
SRR11494741,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,360055,99.79,2493.9446543825034,0.9978263050530048,SRS6439038,Severe acute respiratory syndrome coronavirus 2,2020-03-18,missing,1586806165.7124982,True
SRR11494742,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,618080,99.78,4784.428385111863,0.9982944855031268,SRS6439036,Severe acute respiratory syndrome coronavirus 2,2020-03-20,missing,1586806166.6764903,True
SRR11494743,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,381580,99.84,2916.6529445206165,0.9984616928067418,SRS6439037,Severe acute respiratory syndrome coronavirus 2,2020-03-20,missing,1586806163.9125128,True
SRR11494744,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,580473,99.81,4490.88342306792,0.9977594221315588,SRS6439034,Severe acute respiratory syndrome coronavirus 2,2020-03-20,missing,1586806168.440476,True
SRR11494745,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,450196,99.83,3450.7654750359497,0.9977259806708356,SRS6439035,Severe acute respiratory syndrome coronavirus 2,2020-03-20,missing,1586806170.8924558,True
SRR11494746,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,565608,99.83,4436.363943417048,0.9976590977493895,SRS6439032,Severe acute respiratory syndrome coronavirus 2,2020-03-20,missing,1586806176.2204125,True
SRR11494747,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,632080,99.81,4957.931144032372,0.9983613684245728,SRS6439033,Severe acute respiratory syndrome coronavirus 2,2020-03-20,missing,1586806175.3244197,True
SRR11494748,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,409751,99.82,3157.583085309166,0.9982944855031268,SRS6439031,Severe acute respiratory syndrome coronavirus 2,2020-03-20,missing,1586806178.736392,True
SRR11494749,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,561851,99.84,4357.175333578572,0.9977594221315588,SRS6439030,Severe acute respiratory syndrome coronavirus 2,2020-03-20,missing,1586806183.652352,True
SRR11494750,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,587614,99.83,4422.773032806073,0.9974250075243286,SRS6439029,Severe acute respiratory syndrome coronavirus 2,2020-03-20,missing,1586806178.9363904,True
SRR11494751,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,546044,99.79,4055.465271043039,0.9972912416814368,SRS6439028,Severe acute respiratory syndrome coronavirus 2,2020-03-09,missing,1586806180.2683797,True
SRR11494752,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,354397,99.77,2464.6956158244993,0.9976590977493895,SRS6439027,Severe acute respiratory syndrome coronavirus 2,2020-03-18,missing,1586806190.6242952,True
SRR11494753,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,282095,99.8,1972.3411028993744,0.9975587733672208,SRS6439026,Severe acute respiratory syndrome coronavirus 2,2020-03-20,missing,1586806180.7523756,True
SRR11494754,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,362760,99.83,2801.4292545898406,0.9973581246028826,SRS6439025,Severe acute respiratory syndrome coronavirus 2,2020-03-20,missing,1586806185.0923402,True
SRR11494755,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,393197,99.83,3052.1343009062634,0.9976256562886668,SRS6439024,Severe acute respiratory syndrome coronavirus 2,2020-03-20,missing,1586806185.8123345,True
SRR11494756,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,373455,99.83,2870.6679262950206,0.9972243587599906,SRS6439023,Severe acute respiratory syndrome coronavirus 2,2020-03-20,missing,1586806188.440313,True
SRR11494757,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,347686,99.83,2681.3307026050893,0.9976925392101128,SRS6439022,Severe acute respiratory syndrome coronavirus 2,2020-03-20,missing,1586806188.8643095,True
SRR11494758,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,462145,99.8,3545.77614286192,0.9975922148279436,SRS6439021,Severe acute respiratory syndrome coronavirus 2,2020-03-20,missing,1586806189.548304,True
SRR11494759,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,602221,99.81,4568.530147476842,0.9979600708958968,SRS6439020,Severe acute respiratory syndrome coronavirus 2,2020-03-20,missing,1586806195.2522576,True
SRR11494760,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,311144,99.83,2371.476641139685,0.9914055445941878,SRS6439019,Severe acute respiratory syndrome coronavirus 2,2020-03-20,missing,1586806192.4602804,True
SRR11494761,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,591856,99.79,4258.505902417817,0.9976925392101128,SRS6439018,Severe acute respiratory syndrome coronavirus 2,2020-03-17,missing,1586806199.024227,True
SRR11494762,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,357438,99.74,2639.744841654684,0.9971909172992676,SRS6439017,Severe acute respiratory syndrome coronavirus 2,2020-02-21,missing,1586806195.5402553,True
SRR11494763,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,316332,99.83,2408.2828144333344,0.9978263050530048,SRS6439016,Severe acute respiratory syndrome coronavirus 2,2020-02-21,missing,1586806196.5082474,True
SRR11494452,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,463597,99.85,3665.299702371,0.9973915660636056,SRS6439015,Severe acute respiratory syndrome coronavirus 2,2020-03-20,missing,1586806198.5322309,True
SRR11494453,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,322689,99.86,2541.070929338193,0.9969902685349296,SRS6439014,Severe acute respiratory syndrome coronavirus 2,2020-03-20,missing,1586806199.748221,True
SRR11494454,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,340910,99.8,2485.448684078521,0.9904691836939438,SRS6439013,Severe acute respiratory syndrome coronavirus 2,2020-03-17,missing,1586806201.1722095,True
SRR11494455,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,612104,99.8,4484.193993913655,0.9981941611209576,SRS6439012,Severe acute respiratory syndrome coronavirus 2,2020-03-09,missing,1586806208.124153,True
SRR11494456,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,372918,99.87,2857.899073671538,0.9971574758385446,SRS6439011,Severe acute respiratory syndrome coronavirus 2,2020-03-20,missing,1586806206.5281658,True
SRR11494457,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,414258,99.85,3263.320436076648,0.9977259806708356,SRS6439010,Severe acute respiratory syndrome coronavirus 2,2020-03-20,missing,1586806210.1561363,True
SRR11494458,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,628848,99.78,4808.289502725479,0.9981272781995116,SRS6439009,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586806286.2275174,True
SRR11494459,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,571017,99.66,4209.270808948935,0.9948834565093804,SRS6439008,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586806210.8801305,True
SRR11494460,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,570041,99.81,4373.169447881483,0.9981607196602348,SRS6439007,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586806210.6201324,True
SRR11494461,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,396768,99.84,3067.3838410861786,0.9976590977493895,SRS6439006,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586806214.2001035,True
SRR11494462,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,644528,99.79,4970.183660502291,0.9978263050530048,SRS6439005,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586806225.9480078,True
SRR11494463,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,663939,99.8,5089.662441895462,0.9980938367387888,SRS6439003,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586806223.0600314,True
SRR11494464,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,691698,99.84,5340.1948968330935,0.9980938367387888,SRS6439004,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586806222.840033,True
SRR11494465,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,602226,99.81,4464.72758586095,0.9973915660636056,SRS6439001,Severe acute respiratory syndrome coronavirus 2,2020-03-17,missing,1586806225.6520102,True
SRR11494466,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,625801,99.83,4823.526836772229,0.83971507875464,SRS6439002,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586806222.488036,False
SRR11494467,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,563198,99.79,4147.391632946527,0.9977594221315588,SRS6439000,Severe acute respiratory syndrome coronavirus 2,2020-03-08,missing,1586806234.779936,True
SRR11494468,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,570642,99.85,4444.065578704478,0.9977594221315588,SRS6438999,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586806234.9199347,True
SRR11494469,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,15235,99.69,117.62090760124404,0.9969902685349296,SRS6438998,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586806224.2600214,True
SRR11494470,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,282065,99.85,2214.8647961742968,0.9977594221315588,SRS6438997,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586806229.2999806,True
SRR11494471,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,571941,99.83,4444.4503895930175,0.9977259806708356,SRS6438996,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586806238.8199031,True
SRR11494472,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,403015,99.8,3130.982844530649,0.9975587733672208,SRS6438995,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586806235.395931,True
SRR11494473,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,286429,99.82,2211.173962478681,0.9972912416814368,SRS6438994,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586806237.5439134,True
SRR11494474,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,157745,99.85,1232.1836605022904,0.9970237099956526,SRS6438993,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586806239.5038974,True
SRR11494475,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,413654,99.84,3238.9082700732374,0.9977259806708356,SRS6438992,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586806243.735863,True
SRR11494476,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,414603,99.83,3224.730896565562,0.9984616928067418,SRS6438991,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586806240.43989,True
SRR11494477,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,391694,99.85,2988.5394107614616,0.9975587733672208,SRS6438990,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586806242.4318738,True
SRR11494478,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,499802,99.63,3725.4980436745477,0.9884292545898404,SRS6438989,Severe acute respiratory syndrome coronavirus 2,2020-03-08,missing,1586806246.2678425,True
SRR11494479,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,361835,99.81,2848.1455706785273,0.9975587733672208,SRS6438988,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586806249.619815,True
SRR11494480,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,359056,99.83,2726.878072434204,0.9974250075243286,SRS6438987,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586806248.7758222,True
SRR11494481,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,377447,99.83,2908.113868173762,0.9981272781995116,SRS6438986,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586806247.8718295,True
SRR11494482,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,381744,99.85,2853.0567167173863,0.9974584489850516,SRS6438985,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586806254.9917715,True
SRR11494483,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,456933,99.84,3510.591612881651,0.9976925392101128,SRS6438984,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586806259.9397314,True
SRR11494484,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,391663,99.84,3074.4085877671137,0.9975922148279436,SRS6438983,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586806259.5277345,True
SRR11494485,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,190966,99.81,1404.7248771026318,0.9947162492057652,SRS6438982,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586806254.299777,True
SRR11494486,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,716112,99.71,5196.5563990235105,0.9977928635922816,SRS6438981,Severe acute respiratory syndrome coronavirus 2,2020-03-17,missing,1586806265.4156866,True
SRR11494487,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,237916,99.86,1873.6058589439187,0.9967227368491456,SRS6438980,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586806259.7997324,True
SRR11494488,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,409712,99.83,3218.270240444103,0.9965555295455304,SRS6438979,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586806261.7757163,True
SRR11494489,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,369156,99.8,2891.986623415711,0.9974250075243286,SRS6438978,Severe acute respiratory syndrome coronavirus 2,2020-03-19,missing,1586806265.4476864,True
SRR11494490,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,556149,99.76,4158.53610005685,0.9979266294351736,SRS6438977,Severe acute respiratory syndrome coronavirus 2,2020-03-07,missing,1587408146.159021,True
SRR11494491,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,238529,99.83,1892.487944353409,0.9976256562886668,SRS6438976,Severe acute respiratory syndrome coronavirus 2,2020-03-18,missing,1586806264.9316907,True
SRR11494492,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,430787,99.84,3353.6208407183226,0.9980938367387888,SRS6438975,Severe acute respiratory syndrome coronavirus 2,2020-03-18,missing,1586806268.2796633,True
SRR11494493,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,254401,99.85,1984.6186001404544,0.9890646423435776,SRS6438974,Severe acute respiratory syndrome coronavirus 2,2020-03-18,missing,1586806269.0796568,True
SRR11494494,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,388024,99.84,3019.989867237401,0.9971240343778216,SRS6438973,Severe acute respiratory syndrome coronavirus 2,2020-03-18,missing,1586806270.7276435,True
SRR11494495,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,255485,99.86,1981.8597130722671,0.9977259806708356,SRS6438972,Severe acute respiratory syndrome coronavirus 2,2020-03-18,missing,1586806270.2236476,True
SRR11494496,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,469430,99.83,3614.260341771729,0.9978931879744508,SRS6438971,Severe acute respiratory syndrome coronavirus 2,2020-03-18,missing,1586806274.4036136,True
SRR11494497,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,658940,99.79,4863.157676487309,0.9982944855031268,SRS6438970,Severe acute respiratory syndrome coronavirus 2,2020-03-17,missing,1586806288.2835007,True
SRR11494498,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,423398,99.83,3302.419924422299,0.9977594221315588,SRS6438969,Severe acute respiratory syndrome coronavirus 2,2020-03-18,missing,1586806277.0275922,True
SRR11494499,Doherty_Melbourne,The Peter Doherty Institute for Infection and Immunity,PRJNA613958,PCR_ARCTIC,AMPLICON,VIRAL RNA,NextSeq 550,PAIRED,440026,99.83,3444.938802126877,0.9977594221315588,SRS6438968,Severe acute respiratory syndrome coronavirus 2,2020-03-18,missing,1586806280.7955616,True
